StartDate;EndDate;Status;IPAddress;Progress;Duration (in seconds);Finished;RecordedDate;ResponseId;RecipientLastName;RecipientFirstName;RecipientEmail;ExternalReference;LocationLatitude;LocationLongitude;DistributionChannel;UserLanguage;Q1;Q2;Q3;Q4;Q5;Q6;Q7;Q8;Q9;Q10;id;age;gender;education;M1_1;M2_1;M3_1;M4_1;M5_1;U1_1;U2_1;U3_1;U4_1;S1_1;S2_1;S3_1;S4_1;S5_1;S6_1;I1_1;I2_1;I3_1;I4_1;I5_1;C1_1;C2_1;C4_1;C4_1;C5_1;ext_1;agr_1r;con_1;est_1r;ope_1;ext_2r;agr_2;con_2r;est_2;ope_2r;stomp_1_i;stomp_2_s;stomp_3_s;stomp_4_s;stomp_5_u;stomp_6_m;stomp_7_s;stomp_8_c;stomp_9_s;stomp_10_i;stomp_11_m;stomp_12_s;stomp_13_m;stomp_14_oldies;stomp_15_s;stomp_16_u;stomp_17_i;stomp_18_c;stomp_19_c;stomp_20_u;stomp_21_i;stomp_22_c;stomp_23_soundtrack;uom_1;uom_2r;uom_3;uom_4;uom_5;uom_6;uom_7;uom_8;uom_9;uom_10;uom_11;uom_12r;uom_13;uom_14;uom_15;eq1;eq2;eq3;eq4;eq5;eq6;eq7;eq8;eq9;eq10;eq11;eq12;eq13;eq14;eq15;eq16;eq17;eq18;eq19;eq20;eq21;eq22;sq1;sq2;sq3;sq4;sq5;sq6;sq7;sq8;sq9;sq10;sq11;sq12;sq13;sq14;sq15;sq16;sq17;sq18;sq19;sq20;sq21;sq22;sq23;sq24;sq25;SC0;SC1;SC2;SC3;SC4;SC5;MUSIC- Mellow mean;MUSIC- unpretentious mean;MUSIC- sophisticated mean;MUSIC- intense mean;MUSIC contemporary mean;TIPI_Extroversion;TIPI_Agreeableness;TIPI_Emotional Stability;TIPI_Conscientiousness;TIPI_Openness;Mellow;Unpretentious;Sophisticated;Intense;Contemporary;Create New Field or Choose From Dropdown...;Emotional Mean;Cognitive Mean;Background;EQ score mean;SQ score mean
05.02.21 09:32;05.02.21 09:59;0;86.163.23.43;100;1618;1;05.02.21 09:59;R_1KjYslk0FVYVvFF;;;;;51,48330688;0,083297729;anonymous;EN;1;1;1;1;1;1;1;1;1;1;Cro2001;19;1;1;1;3;3;3;4;3;3;5;4;5;4;1;3;2;5;5;4;3;4;4;3;4;4;2;3;4;6;5;6;6;6;6;4;5;7;4;4;4;2;2;3;3;5;4;4;4;5;4;4;2;4;4;4;3;1;5;4;5;4;2;4;3;2;2;1;3;3;2;4;5;2;1;1;3;4;1;2;1;3;1;4;2;4;1;4;3;2;4;2;1;3;3;1;3;3;2;1;1;4;2;2;1;2;1;3;3;3;2;1;4;3;3;2;2;4;3;1;4;2;2;55;10;12;9;11;13;2,8;3,75;3,333333333;4;3,2;5;6;5,5;4,5;6,5;7,666666667;7,666666667;12,28571429;10.2510.25;9,75;;3;2,2;3;1,555555556;1,428571429
05.02.21 08:54;05.02.21 10:03;0;2.221.177.238;100;4168;1;05.02.21 10:03;R_shVP0i50dYsG2pH;;;;;51,42999268;-0,049194336;anonymous;EN;1;1;1;1;1;1;1;1;1;1;LUX2001;19;1;2;3;3;2;3;3;1;2;3;2;2;3;3;3;2;3;4;5;4;3;4;3;3;3;4;2;6;2;5;4;6;7;5;4;5;6;5;3;4;4;2;4;3;4;1;7;2;4;2;3;1;4;6;5;4;2;5;2;5;5;2;3;3;4;3;3;5;4;3;5;5;4;5;3;3;3;2;2;2;3;2;2;2;3;2;2;3;3;3;3;2;3;3;3;2;3;4;3;2;1;2;3;2;4;3;3;2;2;4;2;3;3;2;3;4;2;2;2;2;3;3;50;13;7;9;9;12;2,8;2;2,666666667;4;3;6,5;3,5;4,5;4,5;6;4,666666667;4,666666667;9,428571429;1515;9,25;;3,4;3,6;4,75;1;1,25
05.02.21 09:40;05.02.21 10:06;0;81.98.91.43;100;1551;1;05.02.21 10:06;R_DdHwG6FSQkFimzv;;;;;51,46380615;0,1434021;anonymous;EN;1;1;1;1;1;1;1;1;1;1;WEL2000;20;1;1;4;4;4;4;3;2;4;4;5;4;2;2;4;4;4;5;3;4;4;4;3;3;2;3;3;3;6;6;1;4;3;6;4;3;5;4;4;3;3;5;4;3;4;4;4;4;2;4;2;2;6;5;3;3;3;7;3;6;4;5;4;4;1;2;2;1;4;3;3;2;4;4;2;3;3;3;2;3;3;2;2;2;3;1;2;2;3;4;3;1;2;3;2;3;3;2;2;2;3;3;3;1;4;3;2;2;2;3;4;3;2;3;1;1;3;2;2;3;3;1;41;6;12;10;4;9;3,8;3,75;3,333333333;4;2,8;3;6;2;5;4,5;8;8;12;11.2511.25;8,25;;3,6;2,4;3,25;1,214285714;1,384615385
05.02.21 10:12;05.02.21 10:31;0;93.56.170.118;100;1120;1;05.02.21 10:31;R_SMFvr3ltAEyJq3n;;;;;45,6473999;9,153594971;anonymous;EN;1;1;1;1;1;1;1;1;1;1;MOR1999;22;2;1;4;2;4;3;1;1;1;1;1;5;3;2;3;4;4;3;2;3;2;4;2;1;1;2;1;2;2;3;1;5;2;5;1;4;6;4;4;2;6;1;6;1;3;1;4;1;5;4;1;2;1;3;1;1;1;4;1;4;5;1;4;3;2;4;3;5;4;2;2;2;4;5;3;1;4;4;3;4;2;3;3;3;2;2;2;4;1;4;2;2;4;1;2;3;4;3;1;2;1;3;4;2;3;1;1;2;1;2;3;2;1;2;3;3;3;1;2;3;2;2;31;4;7;4;5;11;2,8;1;3,5;2,8;1,4;2;3,5;2,5;2;5,5;5,666666667;5,666666667;11,14285714;9.59.5;4;;3;3,6;3,25;1,5;1,3125
05.02.21 10:09;05.02.21 10:31;0;79.67.193.239;100;1326;1;05.02.21 10:31;R_1QlOtvvMZYgEtE7;;;;;52,20799255;1,18359375;anonymous;EN;1;1;1;1;1;1;1;1;1;1;TOL1990;30;1;2;3;4;3;4;3;3;2;2;4;2;3;3;2;3;3;4;5;5;4;4;2;2;2;2;2;1;5;1;1;5;6;6;1;2;5;6;2;2;5;5;5;4;3;1;7;4;4;5;5;4;3;4;4;3;1;4;3;6;5;4;4;5;3;2;2;2;1;1;4;4;4;4;3;2;4;4;3;2;1;3;2;1;3;2;1;2;4;3;2;1;2;1;3;1;4;2;1;2;1;4;1;3;4;2;3;3;1;2;3;2;2;3;1;3;3;1;1;4;2;1;33;7;11;2;3;10;3,4;2,75;2,666666667;4,4;2;3,5;5,5;1,5;1;5;9;9;13;14.514.5;7,75;;4,2;1,6;4;1,444444444;1,555555556
05.02.21 10:11;05.02.21 10:31;0;90.243.192.217;100;1240;1;05.02.21 10:31;R_3dWijND24yKZJxU;;;;;51,52450562;-0,025497437;anonymous;EN;1;1;1;1;1;1;1;1;1;1;Bri1996;24;2;2;2;3;3;3;3;3;2;3;2;3;3;3;4;2;3;4;4;4;4;4;3;3;2;3;2;2;5;5;3;4;2;6;3;3;5;5;2;4;4;4;3;3;4;2;6;4;5;4;4;3;4;6;3;3;4;7;4;5;5;4;3;4;4;2;3;4;2;2;5;5;5;4;4;1;3;3;2;3;2;3;2;2;1;2;3;2;3;3;2;2;2;3;2;2;3;3;1;2;1;3;1;1;4;4;3;4;1;4;2;2;1;2;2;3;4;2;2;3;2;3;38;4;11;8;6;9;2,8;2,5;3;4;2,6;2;5,5;3;4;4,5;7,666666667;7,666666667;12,14285714;14.514.5;8,75;;4;2,6;4,75;1;1,5
05.02.21 10:13;05.02.21 10:32;0;90.206.15.14;100;1111;1;05.02.21 10:32;R_1WYMDOlbhKNcZs5;;;;;53,59150696;-2,393096924;anonymous;EN;1;1;1;1;1;1;1;1;1;1;RAH2002;18;2;1;4;4;4;2;4;3;3;3;3;3;3;2;3;4;3;4;1;3;2;3;2;1;2;2;2;4;5;3;3;5;2;7;6;7;7;4;4;4;7;2;3;1;1;1;2;3;4;3;3;1;7;3;7;2;7;6;4;7;5;5;3;3;2;4;3;1;3;4;5;5;5;4;4;4;3;3;1;3;4;3;4;4;4;2;1;3;4;3;4;4;4;3;3;3;2;3;2;2;2;3;1;2;1;2;3;2;1;2;3;3;2;2;3;2;3;2;2;2;2;2;49;6;12;9;10;12;3,6;3;3;2,6;1,8;3;6;5;4,5;6;6;6;10,85714286;88;6,5;;3,6;3;4,75;1,5625;1,071428571
05.02.21 10:19;05.02.21 10:36;0;86.134.122.2;100;1043;1;05.02.21 10:36;R_1doFS9gKh5rJp10;;;;;51,50639343;-0,020004272;anonymous;EN;1;1;1;1;1;1;1;1;1;1;BEG2001;20;2;1;5;2;5;4;4;1;4;4;4;4;4;1;3;4;3;4;1;2;4;4;1;4;4;5;4;6;7;5;6;6;3;7;6;5;6;4;4;5;5;1;5;1;3;1;1;4;6;6;1;1;7;4;7;5;1;6;7;7;4;5;5;5;4;1;1;2;2;2;5;4;4;5;4;3;4;1;1;1;3;1;4;3;4;1;3;3;4;3;3;2;3;3;3;2;2;3;1;4;1;4;3;1;2;2;4;2;2;3;2;2;3;3;3;1;4;1;3;4;3;1;57;9;14;11;11;12;4;3,25;3,166666667;3;3,6;4,5;7;5,5;5,5;6;9,666666667;9,666666667;10,14285714;7.57.5;12,5;;4,6;1,6;4,5;1,45;1,3125
05.02.21 10:25;05.02.21 10:40;0;109.158.124.108;100;937;1;05.02.21 10:40;R_3FWJUFw0F7ALXYM;;;;;51,30000305;-0,050003052;anonymous;EN;1;1;1;1;1;1;1;1;1;1;MOO1996;24;2;2;5;3;5;4;5;4;4;4;4;3;4;4;5;5;4;5;5;5;5;5;4;3;3;3;3;3;3;5;2;5;2;7;4;3;6;7;5;5;6;5;4;7;4;5;6;5;5;5;7;4;5;5;4;5;4;7;5;6;4;3;3;4;4;4;2;3;3;4;5;4;4;4;3;3;4;4;4;3;2;2;3;3;3;2;1;3;2;4;3;2;3;2;2;3;4;3;2;2;1;4;4;2;3;2;1;2;1;3;4;2;3;2;3;1;3;3;2;2;3;2;40;5;10;9;5;11;4,4;4;4,166666667;5;3,2;2,5;5;2,5;4,5;5,5;9,666666667;9,666666667;20,85714286;15.515.5;11,5;;3,6;3,2;4,25;1,214285714;1,318181818
05.02.21 10:28;05.02.21 10:46;0;86.14.8.156;100;1108;1;05.02.21 10:46;R_OpyRiRDJqAYHD7X;;;;;51,57519531;0,1875;anonymous;EN;1;1;1;1;1;1;1;1;1;1;KHI2001;19;2;1;4;4;5;5;4;1;3;2;4;4;3;3;4;4;3;1;1;1;1;2;3;1;3;5;4;5;3;6;3;6;4;6;3;3;5;3;2;4;2;3;2;1;2;1;1;3;4;4;4;3;5;2;7;5;4;1;7;6;5;3;4;3;2;1;3;2;2;1;4;2;5;5;2;4;4;3;1;3;4;3;4;3;4;3;3;4;3;4;3;2;4;3;4;3;3;2;4;2;2;3;3;2;2;3;2;2;1;3;2;1;3;2;3;1;3;3;2;1;3;1;44;9;9;9;6;11;4,4;2,5;3,5;1,2;3,2;4,5;4,5;3;4,5;5,5;6,333333333;6,333333333;8,428571429;4.54.5;11,75;;3,4;1,8;4;1,555555556;1,315789474
05.02.21 10:36;05.02.21 10:49;0;2.24.186.11;100;793;1;05.02.21 10:49;R_3rHV3H6w9989yRC;;;;;51,55709839;-0,297195435;anonymous;EN;1;1;1;1;1;1;1;1;1;1;PAT2000;20;1;1;5;4;5;5;5;2;4;2;4;3;2;1;5;4;4;1;1;1;1;1;3;1;2;3;4;6;3;6;6;7;3;6;6;4;6;1;1;1;7;1;1;1;1;1;1;1;4;1;1;1;1;1;6;4;1;1;4;1;5;4;4;5;1;2;3;3;2;4;4;3;4;4;5;4;3;2;1;3;4;2;3;3;4;3;3;3;3;4;3;3;3;3;3;3;3;3;2;2;2;2;3;1;3;1;2;1;2;2;4;1;4;1;1;3;2;1;2;3;1;3;53;9;9;12;10;13;4,8;3;3,166666667;1;2,6;4,5;4,5;5;6;6,5;2;2;9,142857143;2.52.5;8,25;;3,8;2,8;3,75;1,263157895;1,466666667
05.02.21 10:29;05.02.21 10:50;0;95.148.76.190;100;1250;1;05.02.21 10:50;R_cMXNYQ4hcvR6pON;;;;;51,47810364;-0,027893066;anonymous;EN;1;1;1;1;1;1;1;1;1;1;Kol1998;23;2;1;4;2;4;3;2;4;2;2;4;4;2;3;2;4;4;4;2;3;4;4;2;4;4;2;2;3;7;5;3;7;3;7;3;6;6;5;4;3;5;2;7;2;2;3;2;4;3;4;3;3;6;5;6;4;2;5;6;4;5;5;5;4;4;2;3;2;2;2;4;1;5;4;4;4;4;1;1;2;3;3;4;3;3;2;4;3;3;4;4;1;4;3;3;2;3;4;1;4;3;2;1;2;3;3;4;1;2;3;2;3;3;4;1;2;3;1;2;3;2;3;50;6;14;8;9;13;3;3;3,166666667;3,4;2,8;3;7;4,5;4;6,5;9;9;13,28571429;9.59.5;10;;4,6;2,2;3,5;1,5;1,25
05.02.21 10:32;05.02.21 10:56;0;77.99.134.72;100;1472;1;05.02.21 10:56;R_3nkPQqthWcKcaQk;;;;;51,46380615;0,1434021;anonymous;EN;1;1;1;1;1;1;1;1;1;1;MOR2001;19;1;1;3;2;4;2;2;4;2;4;2;1;4;1;2;3;3;2;1;2;3;4;1;1;1;4;2;5;2;7;5;6;3;6;7;6;3;5;5;6;4;5;2;1;1;1;1;2;5;1;7;1;1;5;2;1;1;7;1;5;4;1;2;2;1;4;2;5;4;5;2;2;3;5;2;4;3;2;2;3;4;3;4;3;4;3;3;4;4;4;3;2;4;4;4;4;3;4;3;2;3;3;1;1;4;1;2;1;2;4;2;2;3;2;3;3;3;3;4;2;3;2;50;8;8;14;11;9;2,6;3;2,333333333;2,4;1,8;4;4;5,5;7;4,5;3,333333333;3,333333333;9,714285714;99;2,75;;2;4;3;1,578947368;1,35
05.02.21 10:54;05.02.21 11:10;0;94.9.10.134;100;941;1;05.02.21 11:10;R_29vjZgekhv0RveY;;;;;51,48049927;-0,011306763;anonymous;EN;1;1;1;1;1;1;1;1;1;1;Bry1982;38;2;1;4;3;4;3;3;2;4;3;3;4;3;4;4;4;4;1;1;1;4;4;3;4;4;4;4;5;5;5;4;6;4;7;7;6;6;5;5;2;7;1;7;1;7;1;1;6;5;1;1;4;7;4;4;4;2;1;4;1;5;5;3;4;2;1;1;1;2;1;1;1;1;5;1;4;4;1;1;2;4;1;4;4;4;4;4;4;4;4;4;1;4;4;3;3;3;2;3;3;3;3;2;2;1;3;3;3;3;2;2;2;2;2;2;2;4;1;1;4;1;4;55;9;12;12;10;12;3,4;3;3,833333333;2,2;3,8;4,5;6;5;6;6;9;9;14,28571429;77;12,25;;3,8;1,2;2;1,80952381;1
05.02.21 11:06;05.02.21 11:21;0;92.20.18.221;100;879;1;05.02.21 11:21;R_2PbylozcodAb8Ja;;;;;51,58500671;0,058502197;anonymous;EN;1;1;1;1;1;1;1;1;1;1;Akh2001;19;2;1;5;1;4;5;2;2;1;4;4;4;4;2;4;4;4;5;2;2;5;5;5;5;2;4;2;3;2;6;2;6;2;3;6;5;3;3;4;3;5;2;5;3;3;4;2;4;3;4;3;1;7;6;6;5;5;5;7;7;4;5;3;1;4;5;3;1;2;2;2;2;1;4;2;2;4;3;2;2;1;2;2;3;3;3;2;1;3;2;4;2;3;1;2;1;2;3;1;1;4;2;2;3;2;2;2;1;2;3;4;1;3;1;4;2;2;4;3;3;4;2;38;5;5;12;7;9;3,4;2,75;3,666666667;3,8;3,6;2,5;2,5;3,5;6;4,5;8,333333333;8,333333333;12,71428571;8.58.5;12,25;;3,4;2,6;2,25;1,2;1,444444444
05.02.21 12:10;05.02.21 12:37;0;31.127.81.172;100;1622;1;05.02.21 12:37;R_1jNc1J0zI0asALC;;;;;51,52900696;-0,059997559;anonymous;EN;1;1;1;1;1;1;1;1;1;1;HUS2001;19;2;1;4;2;4;5;3;1;4;2;5;4;1;1;1;3;2;4;1;5;5;5;2;1;4;5;1;1;3;6;2;6;2;6;3;5;5;5;1;1;3;2;4;1;4;2;6;4;2;5;5;1;7;5;6;3;3;6;5;6;4;4;5;5;1;1;3;2;3;2;4;3;4;4;2;3;3;3;1;1;3;1;4;3;3;2;2;4;4;4;4;3;3;2;3;2;2;3;1;3;1;1;3;1;2;1;4;2;4;4;1;2;1;1;1;1;4;1;1;4;1;4;39;3;9;9;7;11;3,6;3;2;4;2,6;1,5;4,5;3,5;4,5;5,5;8,666666667;8,666666667;6,571428571;13.7513.75;10;;3,8;2,2;3,75;1,5;1,6
05.02.21 12:39;05.02.21 12:52;0;86.142.37.87;100;825;1;05.02.21 12:52;R_1f1tHgX2p2RebAg;;;;;51,51879883;-0,035995483;anonymous;EN;1;1;1;1;1;1;1;1;1;1;SH1999;21;2;1;4;3;5;3;4;2;3;3;5;4;3;3;3;4;5;2;1;1;2;3;1;1;2;2;1;3;6;7;5;7;1;7;4;7;7;4;4;5;5;2;2;4;2;2;2;5;5;4;4;4;5;2;5;5;4;5;5;5;4;5;4;5;2;2;3;3;2;2;4;4;4;4;2;3;4;1;1;1;4;1;4;4;4;2;2;4;4;4;4;1;4;3;4;2;3;4;1;2;2;3;1;1;4;1;3;2;2;3;2;2;1;3;3;1;3;2;1;3;3;3;54;4;13;11;12;14;3,8;3,25;3,666666667;1,8;1,4;2;6,5;6;5,5;7;8,333333333;8,333333333;15,42857143;7.257.25;10,25;;4;2,4;4;1,8;1,357142857
05.02.21 10:59;05.02.21 13:12;0;86.179.126.48;100;7956;1;05.02.21 13:12;R_3hgBwaTTlqq2ClC;;;;;52,15769958;-0,699493408;anonymous;EN;1;1;1;1;1;1;1;1;1;1;Ker1974;47;2;1;2;3;3;3;3;3;3;4;4;2;2;4;2;3;2;3;3;3;2;3;2;2;5;3;3;6;3;6;4;7;6;3;4;4;3;4;4;4;4;5;7;3;3;4;5;2;2;2;6;6;7;6;7;6;1;2;7;5;5;4;4;2;4;1;1;1;1;1;5;5;3;5;4;2;1;2;1;2;3;3;2;2;2;3;3;1;4;3;2;4;2;2;2;3;2;3;2;3;3;2;3;1;3;2;2;1;1;3;3;3;2;1;3;2;3;3;1;4;3;2;46;12;6;10;8;10;2,8;3,5;2,5;2,8;3;6;3;4;5;5;5,666666667;5,666666667;16,85714286;11.511.5;13,5;;3,8;1;4,5;1,25;1,25
05.02.21 12:54;05.02.21 13:14;0;82.11.253.67;100;1182;1;05.02.21 13:14;R_DUDWzKc8naaXjod;;;;;51,46380615;0,1434021;anonymous;EN;1;1;1;1;1;1;1;1;1;1;Sun1972;49;2;2;2;4;2;4;3;3;3;2;4;2;2;2;4;2;2;2;2;4;4;2;4;2;2;3;2;1;1;7;3;1;7;5;7;3;1;4;4;3;3;3;5;3;3;3;3;3;3;3;5;3;7;3;4;3;2;3;3;4;4;5;2;2;2;2;2;2;4;2;4;4;2;4;2;2;1;3;1;1;3;4;3;3;2;3;2;3;4;3;4;3;3;2;4;3;2;4;3;3;3;3;1;2;3;3;2;2;2;3;1;2;2;2;2;2;2;2;2;3;2;3;36;8;6;14;6;2;3;3;2,333333333;2,8;2,6;4;3;3;7;1;6,666666667;6,666666667;12,42857143;8.258.25;7,75;;3;2,4;3,5;1,416666667;1,076923077
05.02.21 12:51;05.02.21 13:15;0;2.24.80.249;100;1429;1;05.02.21 13:15;R_1FKealoZQVdwlAc;;;;;51,48049927;-0,011306763;anonymous;EN;1;1;1;1;1;1;1;1;1;1;Coo1972;48;1;2;4;4;4;3;5;4;4;4;4;5;2;5;5;5;3;4;4;3;4;5;3;5;2;3;4;3;3;6;3;6;3;7;4;3;3;7;5;7;7;6;4;3;6;5;6;3;3;3;6;6;7;6;3;7;3;7;7;7;4;4;3;2;2;1;2;2;2;2;4;4;2;4;2;2;3;2;2;2;2;3;2;2;2;3;3;2;3;2;3;3;2;2;2;2;3;3;1;3;4;3;4;3;2;2;3;2;1;2;4;3;2;2;1;3;3;1;2;4;2;3;41;6;10;10;6;9;4;4;4,166666667;4;3,4;3;5;3;5;4,5;6,333333333;6,333333333;21;1616;15,75;;3;1,8;3,5;1;1,375
05.02.21 13:09;05.02.21 13:21;0;80.189.25.111;100;759;1;05.02.21 13:21;R_2RaJHDbmrIX5Qz4;;;;;52,39840698;-0,725692749;anonymous;EN;1;1;1;1;1;1;1;1;1;1;Bar1991;29;2;2;2;2;1;3;4;1;3;3;4;2;1;2;2;3;1;4;4;5;4;4;1;1;4;3;2;6;3;5;1;7;6;7;3;1;7;4;1;1;2;2;6;3;4;4;4;4;2;6;7;2;7;4;6;5;1;6;7;5;5;3;4;4;4;4;3;1;2;2;4;4;4;5;2;4;4;1;1;3;4;3;3;4;3;4;2;3;4;4;4;3;4;4;4;4;4;3;1;4;1;3;4;3;1;4;4;2;3;1;2;2;1;2;1;4;4;1;1;4;1;4;46;12;10;8;2;14;2,4;2,75;1,833333333;4,2;2,2;6;5;1;4;7;10;10;9,714285714;10.510.5;13;;4;2,4;4,25;1,823529412;1,285714286
05.02.21 09:56;05.02.21 13:32;0;84.70.181.117;100;12977;1;05.02.21 13:32;R_DBkCuygPn8pJZkZ;;;;;51,48049927;-0,011306763;anonymous;EN;1;1;1;1;1;1;1;1;1;1;AKT2001;19;2;1;4;4;4;4;4;4;4;4;4;3;3;1;2;2;4;1;1;3;4;2;2;2;4;4;4;1;5;5;1;5;2;7;6;2;6;2;2;2;6;3;3;2;1;1;1;4;2;1;1;1;6;1;6;4;6;1;6;6;5;4;4;4;4;2;3;3;2;1;4;2;4;5;2;4;4;4;1;1;4;2;3;3;4;1;3;4;4;4;4;1;3;3;3;3;3;4;1;3;2;3;1;2;3;2;4;4;3;1;2;2;2;4;3;1;3;2;1;4;3;3;40;3;12;11;3;11;4;4;2,5;2,2;3,2;1,5;6;1,5;5,5;5,5;5,666666667;5,666666667;9;3.253.25;9,25;;4,2;2,2;3,75;1,571428571;1,2
05.02.21 13:43;05.02.21 13:59;0;212.20.154.226;100;990;1;05.02.21 13:59;R_22PHTyYmrwwhh2C;;;;;52,55780029;-0,267501831;anonymous;EN;1;1;1;1;1;1;1;1;1;1;BAR1989;31;2;1;4;2;3;3;3;1;1;1;1;3;3;3;3;1;4;3;1;3;2;3;5;4;4;4;4;4;4;6;2;5;1;7;4;7;7;1;1;1;1;4;5;1;1;1;1;1;1;1;2;1;7;1;7;7;1;3;7;4;5;3;5;2;3;3;1;1;1;1;5;1;5;5;4;2;4;1;3;1;3;3;4;4;4;4;3;3;3;4;4;2;2;3;3;3;2;4;1;1;1;2;1;4;1;4;4;1;1;1;4;1;2;1;1;1;1;1;2;4;2;4;47;5;11;10;9;12;3;1;2,833333333;2,4;4,2;2,5;5,5;4,5;5;6;3,333333333;3,333333333;4;33;13;;3,6;1,4;4;1,5;2
05.02.21 14:04;05.02.21 14:19;0;176.248.205.152;100;938;1;05.02.21 14:19;R_1jZoMLF7NyG8sUt;;;;;52,15769958;-0,699493408;anonymous;EN;1;1;1;1;1;1;1;1;1;1;car1990;30;2;1;5;2;5;2;3;1;3;3;3;4;2;5;3;4;3;1;1;1;1;5;1;3;4;5;4;5;2;5;1;7;6;7;7;3;7;7;1;1;7;4;3;1;4;4;1;1;1;1;7;1;5;6;7;4;1;1;7;7;5;1;5;3;4;4;5;4;5;5;5;1;5;5;5;4;4;1;1;3;4;4;4;3;4;3;4;4;4;4;4;2;4;3;4;4;1;4;3;2;1;3;1;1;4;4;4;2;1;4;4;1;2;1;4;1;4;3;2;3;4;2;50;11;9;12;4;14;3,4;2,5;3,5;1,8;3,4;5,5;4,5;2;6;7;2,666666667;2,666666667;10,85714286;9.59.5;12,25;;3,6;4,6;4;1,833333333;1,666666667
05.02.21 14:20;05.02.21 14:46;0;90.243.192.217;100;1553;1;05.02.21 14:46;R_tYvVlaVWZyPEJIB;;;;;51,52450562;-0,025497437;anonymous;EN;1;1;1;1;1;1;1;1;1;1;NEI1998;22;2;1;3;3;2;3;2;2;4;4;3;3;4;3;4;3;3;5;5;4;4;5;2;2;2;4;2;2;6;3;2;5;3;5;2;2;7;6;5;4;3;5;4;4;3;2;6;4;4;4;4;3;2;7;4;4;3;7;3;5;4;2;2;4;3;1;2;2;3;2;4;5;4;2;3;2;3;3;2;3;2;1;4;2;2;2;2;2;2;3;2;1;2;2;2;1;3;3;3;3;2;4;3;1;4;1;1;2;1;3;1;3;3;3;3;2;3;3;3;2;3;1;37;5;11;5;4;12;2,6;3,25;3,333333333;4,6;2,4;2,5;5,5;2;2,5;6;8;8;13;15.7515.75;8,75;;3;2;3,75;1,375;1,35
05.02.21 14:37;05.02.21 14:53;0;78.146.202.125;100;967;1;05.02.21 14:53;R_3D6jra45YOtqISP;;;;;51,49729919;0,030899048;anonymous;EN;1;1;1;1;1;1;1;1;1;1;Vow1999;21;2;2;4;5;4;2;5;2;4;3;4;3;3;2;4;3;4;1;1;1;1;1;3;1;3;3;5;2;4;5;1;6;3;7;4;2;4;5;4;5;5;6;3;4;4;5;2;5;5;5;6;2;7;5;4;2;3;2;7;7;5;3;4;5;5;1;3;2;3;2;5;2;2;4;3;2;4;3;2;2;3;2;4;4;3;2;3;4;4;4;4;2;4;4;4;4;4;3;1;4;2;4;2;2;2;2;3;2;3;1;1;3;1;1;3;3;4;1;1;4;1;4;38;5;11;9;3;10;4;3,25;3,166666667;1;3;2,5;5,5;1,5;4,5;5;9,333333333;9,333333333;16;8.758.75;9,5;;4,4;2,2;3,25;1,6;1,25
05.02.21 09:48;05.02.21 14:57;0;84.67.96.88;100;18514;1;05.02.21 14:57;R_Wvp7NrsVgwRudGN;;;;;51,61999512;0,076004028;anonymous;EN;1;1;1;1;1;1;1;1;1;1;AHM1987;33;2;1;3;3;4;2;3;1;2;4;2;4;2;1;3;2;2;1;1;1;1;1;2;1;1;2;4;2;6;6;1;2;3;7;5;3;2;1;1;1;3;2;2;2;2;2;1;4;1;1;4;1;6;1;5;1;1;1;5;5;4;5;5;4;3;1;1;1;3;4;4;3;4;5;4;3;3;3;3;3;3;2;3;3;3;2;2;3;3;4;3;1;3;3;2;2;3;3;1;3;2;3;3;1;3;2;2;2;3;2;1;2;1;3;3;1;3;1;1;3;2;3;37;5;13;11;4;4;3;2,25;2,333333333;1;2;2,5;6,5;2;5,5;2;5,333333333;5,333333333;6,857142857;2.52.5;6,25;;4,2;2;4;1,125;1,166666667
05.02.21 14:59;05.02.21 15:16;0;82.132.221.98;100;1015;1;05.02.21 15:16;R_D2zYGeJR4YdbmM1;;;;;51,4743042;-0,092803955;anonymous;EN;1;1;1;1;1;1;1;1;1;1;AHM1997;23;1;1;4;1;4;4;3;4;3;1;3;4;4;3;3;4;4;1;1;1;1;1;1;1;4;3;2;3;5;5;6;6;2;5;3;6;1;1;1;1;1;1;1;1;1;1;1;5;1;1;1;1;6;1;7;5;5;1;7;6;4;2;1;1;1;1;1;3;1;1;5;4;5;3;1;4;3;2;1;2;3;2;3;3;3;2;3;4;3;3;3;1;3;2;3;3;3;3;1;4;2;1;1;2;1;2;3;1;4;1;2;3;1;3;3;2;3;3;2;4;2;2;42;5;10;8;12;7;3,2;2,75;3,666666667;1;2,2;2,5;5;6;4;3,5;6;6;4;2.52.5;11;;1,8;1,4;4,25;1,19047619;1,111111111
